date,store_id,order_id,product_id,product_name,category,qty,price,discount,cost
2026-01-13,S02,ORD1192,P008,Планшет 671,Электроника,2,173.38,0.09,106.93
2026-01-13,S03,ORD1193,P022,Ноутбук 326,Электроника,2,826.93,0.24,666.64
2026-01-10,S01,ORD1193,P006,Молоко 255,,2,62.71,0.2,37.77
2026-01-14,S04,ORD1193,P005,Тушь 56,Косметика,4,78.35,0.11,54.42
2026-01-12,S01,ORD1194,P009,Ракетка 885,Спорттовары,7,116.61,0.25,64.37
2026-01-11,S04,ORD1195,P010,Сыр 218,Продукты,5,96.59,0.17,46.52
2026-01-06,S04,ORD1195,P014,Велосипед 249,Спорттовары,4,237.03,0.29,89.42
2026-01-23,S01,ORD1196,P027,Духи 975,Косметика,6,75.54,0.07,38.66
2026-01-16,S05,ORD1196,P016,Футболка 476,Одежда,6,83.5,0.22,39.14
2026-01-08,S02,ORD1197,P016,Футболка 476,Одежда,3,100.57,0.06,39.14
2026-01-14,S05,ORD1197,P010,Сыр 218,Продукты,5,101.06,0.05,46.52
2026-01-06,S04,ORD1197,P004,Учебник 814,Книги,9,110.48,0.19,46.39
2026-01-24,S06,ORD1197,P003,Велосипед 587,Спорттовары,9,47.77,0.18,27.34
2026-01-18,S06,ORD1198,P004,Учебник 814,Книги,10,111.42,0.01,46.39
2025-12-30,S03,ORD1199,P022,Ноутбук 326,Электроника,6,961.8,0.28,666.64
2026-01-15,S03,ORD1199,P019,Ракетка 236,Спорттовары,9,41.3,0.23,29.35
2026-01-27,S01,ORD1200,P003,Велосипед 587,Спорттовары,8,56.44,0.17,27.34
2026-01-09,S02,ORD1200,P028,Фрукты 831,Продукты,10,157.61,0.05,74.65
2026-01-01,S06,ORD1200,P006,Молоко 255,Продукты,2,57.27,0.24,37.77
2026-01-25,S06,ORD1200,P014,Велосипед 249,Спорттовары,6,202.27,0.06,89.42
2026-01-17,S01,ORD1200,P019,Ракетка 236,Спорттовары,6,37.92,0.26,29.35
2026-01-17,S03,ORD1200,P005,Тушь 56,Косметика,10,88.19,0.25,54.42
2026-01-01,S04,ORD1200,P003,Велосипед 587,Спорттовары,-2,53.63,0.06,27.34
2026-01-08,S03,ORD1200,P016,Футболка 476,Одежда,10,100.09,0.03,39.14
2026-01-21,S05,ORD1201,P006,Молоко 255,Продукты,6,66.62,0.04,37.77
2026-01-07,S05,ORD1202,P016,Футболка 476,Одежда,6,83.87,0.23,39.14
2026-01-22,S01,ORD1202,P030,Учебник 722,Книги,9,133.11,0.28,70.51
2026-01-07,S04,ORD1202,P012,Кукла 282,Игрушки,3,158.09,0.0,95.39
2026-01-11,S04,ORD1202,P008,Планшет 671,Электроника,10,174.5,0.06,106.93
2026-01-08,S03,ORD1203,P003,Велосипед 587,Спорттовары,2,49.32,0.05,27.34
2025-12-29,S06,ORD1203,P002,Велосипед 20,Спорттовары,8,176.95,0.27,70.77
2026-01-12,S01,ORD1204,P002,Велосипед 20,Спорттовары,5,169.54,0.0,70.77
2026-01-07,S04,ORD1204,P028,Фрукты 831,Продукты,4,153.42,0.21,74.65
2026-01-25,S06,ORD1205,P003,Велосипед 587,Спорттовары,4,48.4,0.18,27.34
2026-01-18,S06,ORD1206,P007,Планшет 460,Электроника,9,490.81,0.07,335.42
2026-01-20,S04,ORD1207,P025,Шампунь 336,,10,129.78,0.03,68.33
2026-01-18,S04,ORD1207,P027,Духи 975,Косметика,9,70.88,0.19,38.66
2026-01-08,S02,ORD1208,P014,Велосипед 249,Спорттовары,7,221.68,0.11,89.42
2026-01-16,S04,ORD1208,P015,Пазл 138,Игрушки,5,129.11,0.27,73.72
2026-01-25,S02,ORD1209,P013,Обувь 452,Одежда,1,290.72,0.03,164.56
2026-01-20,S04,ORD1209,P002,Велосипед 20,Спорттовары,10,186.35,0.05,70.77
2026-01-05,S05,ORD1209,P020,Сыр 852,Продукты,9,64.23,0.12,41.59
2026-01-09,S02,ORD1209,P004,Учебник 814,Книги,3,97.33,0.01,46.39
2026-01-04,S05,ORD1209,P002,Велосипед 20,Спорттовары,9,175.25,0.28,70.77
2026-01-10,S04,ORD1210,P030,Учебник 722,Книги,1,130.87,0.18,70.51
2026-01-01,S02,ORD1211,P003,Велосипед 587,Спорттовары,3,54.72,0.18,27.34
2026-01-22,S05,ORD1212,P006,Молоко 255,Продукты,6,63.67,0.23,37.77
2026-01-02,S05,ORD1212,P023,Мяч 526,Спорттовары,7,142.02,0.09,63.9
2026-01-20,S03,ORD1212,P006,Молоко 255,Продукты,3,65.74,0.25,37.77
2026-01-19,S02,ORD1213,P026,Тушь 576,Косметика,3,78.43,0.15,56.91
2026-01-26,S03,ORD1213,P020,Сыр 852,Продукты,6,74.19,0.09,41.59
2026-01-18,S01,ORD1214,P015,Пазл 138,Игрушки,4,134.78,0.22,73.72
2026-01-22,S05,ORD1214,P004,Учебник 814,Книги,2,108.53,0.12,46.39
2026-01-12,S02,ORD1214,P023,Мяч 526,Спорттовары,5,150.15,0.36,63.9
2026-01-07,S01,ORD1214,P023,Мяч 526,Спорттовары,3,147.79,0.27,63.9
2026-01-06,S05,ORD1215,P006,Молоко 255,Продукты,8,65.23,0.29,37.77
2026-01-09,S04,ORD1215,P001,Машинка 380,Игрушки,9,104.13,0.05,55.66
2026-01-21,S01,ORD1216,P007,Планшет 460,,8,499.59,0.15,335.42
2026-01-24,S06,ORD1216,P001,Машинка 380,Игрушки,8,109.54,0.22,55.66
2026-01-26,S02,ORD1216,P008,Планшет 671,Электроника,2,165.01,0.28,106.93
2026-01-13,S03,ORD1216,P029,Джинсы 267,Одежда,5,88.65,0.29,65.05
2026-01-13,S05,ORD1217,P001,Машинка 380,Игрушки,-4,102.44,0.04,55.66
2026-01-25,S06,ORD1217,P027,Духи 975,Косметика,10,77.83,0.15,38.66
2026-01-08,S02,ORD1218,P010,Сыр 218,Продукты,5,106.44,0.1,46.52
2026-01-04,S01,ORD1219,P030,Учебник 722,Книги,1,118.93,0.25,70.51
2026-01-10,S01,ORD1220,P018,Детектив 359,Книги,3,150.07,0.22,81.01
2026-01-16,S06,ORD1220,P014,Велосипед 249,Спорттовары,6,232.88,0.12,89.42
2026-01-16,S06,ORD1220,P028,Фрукты 831,Продукты,5,161.71,0.01,74.65
2026-01-18,S06,ORD1220,P025,Шампунь 336,Косметика,4,154.89,0.03,68.33
2026-01-10,S05,ORD1221,P011,Тушь 581,Косметика,1,141.81,0.18,64.99
2026-01-03,S01,ORD1222,P015,Пазл 138,Игрушки,5,129.08,0.3,73.72
2026-01-23,S02,ORD1222,P020,Сыр 852,Продукты,7,74.64,0.23,41.59
2026-01-10,S03,ORD1222,P010,Сыр 218,Продукты,6,98.6,0.05,46.52
2026-01-16,S01,ORD1223,P017,Пазл 934,Игрушки,9,95.39,0.25,48.73
2026-01-08,S01,ORD1223,P003,Велосипед 587,Спорттовары,7,48.65,0.04,27.34
2026-01-16,S04,ORD1224,P029,Джинсы 267,Одежда,1,105.65,0.05,65.05
2026-01-25,S06,ORD1224,P011,Тушь 581,Косметика,9,142.65,0.08,64.99
2026-01-18,S06,ORD1224,P010,Сыр 218,Продукты,5,95.93,0.04,46.52
2026-01-02,S03,ORD1224,P017,Пазл 934,Игрушки,2,95.34,0.14,48.73
2026-01-05,S04,ORD1225,P016,Футболка 476,Одежда,2,87.96,0.03,39.14
2026-01-17,S05,ORD1225,P022,Ноутбук 326,Электроника,4,855.47,0.99,666.64
2026-01-08,S04,ORD1225,P010,Сыр 218,Продукты,1,96.68,0.28,46.52
2026-01-15,S06,ORD1225,P029,Джинсы 267,Одежда,10,105.17,0.07,65.05
2026-01-11,S02,ORD1225,P019,Ракетка 236,Спорттовары,8,37.74,0.12,29.35
2026-01-06,S02,ORD1226,P018,Детектив 359,,1,145.26,0.25,81.01
2026-01-16,S06,ORD1227,P010,Сыр 218,Продукты,5,99.06,0.13,46.52
2026-01-16,S04,ORD1227,P013,Обувь 452,Одежда,10,279.53,0.15,164.56
2026-01-17,S06,ORD1228,P005,Тушь 56,Косметика,3,84.11,0.12,54.42
2026-01-25,S04,ORD1228,P015,Пазл 138,Игрушки,10,155.82,0.04,73.72
2025-12-28,S02,ORD1229,P003,Велосипед 587,Спорттовары,8,47.99,0.01,27.34
2026-01-08,S04,ORD1229,P011,Тушь 581,,6,143.32,0.14,64.99
2026-01-20,S03,ORD1229,P019,Ракетка 236,Спорттовары,1,38.34,0.16,29.35
2026-01-22,S01,ORD1229,P010,Сыр 218,Продукты,9,90.83,0.28,46.52
2026-01-16,S04,ORD1230,P028,Фрукты 831,Продукты,4,133.57,1.14,74.65
2026-01-10,S01,ORD1231,P027,Духи 975,Косметика,4,79.19,0.27,38.66
2026-01-26,S01,ORD1231,P005,Тушь 56,Косметика,7,82.07,0.15,54.42
2026-01-22,S05,ORD1231,P020,Сыр 852,Продукты,4,66.14,0.09,41.59
2026-01-23,S06,ORD1231,P023,Мяч 526,Спорттовары,5,148.17,0.2,63.9
2026-01-07,S01,ORD1231,P001,Машинка 380,Игрушки,2,113.71,0.23,55.66
2026-01-14,S06,ORD1231,P019,Ракетка 236,Спорттовары,9,42.76,0.11,29.35
2026-01-09,S03,ORD1231,P026,Тушь 576,Косметика,5,77.23,0.01,56.91
2026-01-10,S04,ORD1232,P029,Джинсы 267,Одежда,7,105.81,0.26,65.05
2026-01-14,S06,ORD1232,P002,Велосипед 20,Спорттовары,1,162.18,0.09,70.77
2026-01-20,S02,ORD1233,P015,Пазл 138,Игрушки,8,149.27,0.29,73.72
2026-01-03,S04,ORD1233,P007,Планшет 460,Электроника,10,554.68,0.04,335.42
2025-12-28,S03,ORD1233,P022,Ноутбук 326,Электроника,3,922.54,0.29,666.64
2026-01-17,S01,ORD1233,P020,Сыр 852,Продукты,7,64.8,0.69,41.59
2026-01-06,S04,ORD1233,P021,Пазл 94,Игрушки,3,38.54,0.06,23.01
2025-12-31,S02,ORD1233,P026,Тушь 576,Косметика,2,85.19,0.09,56.91
2026-01-14,S01,ORD1234,P026,Тушь 576,Косметика,4,85.58,0.07,56.91
2026-01-10,S04,ORD1234,P016,Футболка 476,Одежда,4,-5.23,0.19,39.14
2026-01-09,S05,ORD1234,P005,Тушь 56,Косметика,5,92.08,0.08,54.42
2026-01-12,S03,ORD1234,P010,Сыр 218,Продукты,5,93.47,0.01,46.52
2025-12-29,S05,ORD1234,P024,Молоко 535,Продукты,2,144.36,0.71,95.23
2026-01-15,S04,ORD1234,P029,Джинсы 267,Одежда,8,94.04,0.0,65.05
2026-01-18,S05,ORD1235,P020,Сыр 852,Продукты,3,76.13,0.13,41.59
2026-01-22,S02,ORD1235,P009,Ракетка 885,Спорттовары,5,137.04,0.15,64.37
2026-01-10,S06,ORD1235,P018,Детектив 359,Книги,4,140.19,0.16,81.01
2026-01-01,S06,ORD1236,P023,Мяч 526,,5,152.19,0.05,63.9
2025-12-28,S04,ORD1236,P013,Обувь 452,Одежда,6,287.55,0.11,164.56
2025-12-28,S01,ORD1236,P001,Машинка 380,Игрушки,10,107.96,0.03,55.66
2026-01-03,S06,ORD1237,P005,Тушь 56,Косметика,2,79.88,0.27,54.42
2026-01-03,S05,ORD1237,P019,Ракетка 236,Спорттовары,2,42.62,0.29,29.35
2026-01-17,S04,ORD1237,P026,Тушь 576,Косметика,4,79.72,0.23,56.91
2025-12-30,S06,ORD1238,P018,Детектив 359,Книги,3,-59.48,0.27,81.01
2026-01-02,S04,ORD1239,P026,Тушь 576,Косметика,5,75.07,0.13,56.91
2026-01-26,S04,ORD1239,P008,Планшет 671,Электроника,5,-50.96,0.25,106.93
2026-01-13,S06,ORD1239,P015,Пазл 138,Игрушки,2,132.72,0.03,73.72
2025-12-29,S04,ORD1239,P002,Велосипед 20,Спорттовары,6,186.43,0.16,70.77
2026-01-06,S02,ORD1239,P030,Учебник 722,Книги,9,125.66,0.17,70.51
2026-01-12,S02,ORD1240,P013,Обувь 452,Одежда,4,320.36,0.01,164.56
2025-12-31,S05,ORD1240,P011,Тушь 581,Косметика,-3,134.79,0.28,64.99
2026-01-13,S02,ORD1240,P028,Фрукты 831,Продукты,2,137.24,0.11,74.65
2026-01-21,S06,ORD1241,P013,Обувь 452,Одежда,6,281.58,0.11,164.56
2026-01-10,S03,ORD1241,P022,Ноутбук 326,Электроника,7,811.63,0.27,666.64
2026-01-19,S04,ORD1242,P028,Фрукты 831,Продукты,5,148.21,0.03,74.65
2026-01-20,S03,ORD1242,P028,Фрукты 831,Продукты,7,140.18,0.19,74.65
2026-01-17,S04,ORD1242,P013,Обувь 452,Одежда,6,298.73,0.08,164.56
2026-01-21,S04,ORD1242,P015,Пазл 138,Игрушки,3,129.87,0.65,73.72
2026-01-01,S06,ORD1243,P012,Кукла 282,Игрушки,2,170.22,0.18,95.39
2026-01-16,S06,ORD1243,P019,Ракетка 236,Спорттовары,4,41.23,0.06,29.35
2025-12-28,S06,ORD1243,P005,Тушь 56,Косметика,10,78.26,0.03,54.42
2026-01-10,S06,ORD1243,P030,Учебник 722,Книги,1,125.68,0.23,70.51
2026-01-01,S03,ORD1243,P006,Молоко 255,Продукты,6,57.44,0.12,37.77
2026-01-19,S05,ORD1243,P029,Джинсы 267,Одежда,9,105.61,0.29,65.05
2026-01-10,S03,ORD1244,P016,Футболка 476,Одежда,7,96.93,0.07,39.14
2026-01-25,S05,ORD1244,P008,Планшет 671,Электроника,6,192.55,0.23,106.93
2026-01-13,S04,ORD1244,P027,Духи 975,Косметика,9,69.8,0.13,38.66
2026-01-17,S04,ORD1244,P026,Тушь 576,Косметика,10,87.29,0.28,56.91
2026-01-19,S02,ORD1244,P017,Пазл 934,Игрушки,2,97.45,0.21,48.73
2026-01-09,S05,ORD1244,P026,Тушь 576,Косметика,9,88.84,0.05,56.91
2026-01-13,S01,ORD1244,P015,Пазл 138,Игрушки,7,155.4,0.28,73.72
2026-01-16,S05,ORD1244,P025,Шампунь 336,Косметика,3,133.28,0.12,68.33
2026-01-20,S05,ORD1244,P025,Шампунь 336,Косметика,3,150.43,0.02,68.33
2026-01-06,S02,ORD1244,P013,Обувь 452,Одежда,7,290.15,0.09,164.56
2026-01-27,S06,ORD1244,P007,Планшет 460,,4,487.89,0.24,335.42
2026-01-15,S06,ORD1244,P021,Пазл 94,Игрушки,7,44.5,0.25,23.01
2026-01-21,S04,ORD1245,P026,Тушь 576,Косметика,5,83.09,0.23,56.91
2026-01-18,S01,ORD1245,P027,Духи 975,Косметика,7,80.72,0.05,38.66
2026-01-12,S03,ORD1246,P016,Футболка 476,Одежда,4,92.17,0.03,39.14
2026-01-05,S05,ORD1247,P025,Шампунь 336,,7,147.68,0.13,68.33
2026-01-02,S03,ORD1248,P022,Ноутбук 326,Электроника,3,975.41,0.0,666.64
2026-01-09,S04,ORD1248,P010,Сыр 218,Продукты,2,102.42,0.24,46.52
2026-01-18,S06,ORD1248,P002,Велосипед 20,Спорттовары,1,170.69,0.29,70.77
2026-01-08,S06,ORD1249,P018,Детектив 359,Книги,2,151.2,0.08,81.01
2026-01-16,S05,ORD1250,P024,Молоко 535,Продукты,7,148.0,0.09,95.23
2026-01-18,S06,ORD1250,P023,Мяч 526,Спорттовары,9,155.32,0.25,63.9
2026-01-07,S04,ORD1250,P010,Сыр 218,Продукты,10,107.93,0.27,46.52
2026-01-20,S02,ORD1250,P009,Ракетка 885,Спорттовары,10,131.88,0.01,64.37
2025-12-30,S04,ORD1251,P026,Тушь 576,Косметика,3,83.46,0.2,56.91
2026-01-07,S01,ORD1251,P019,Ракетка 236,Спорттовары,1,39.56,0.02,29.35
2026-01-21,S03,ORD1252,P023,Мяч 526,Спорттовары,3,142.96,-0.06,63.9
2026-01-07,S05,ORD1252,P024,Молоко 535,Продукты,3,149.84,0.0,95.23
2026-01-20,S06,ORD1252,P030,Учебник 722,Книги,6,141.03,0.3,70.51
2026-01-22,S06,ORD1252,P018,Детектив 359,Книги,9,137.01,0.04,81.01
2026-01-05,S06,ORD1253,P011,Тушь 581,Косметика,3,144.07,0.05,64.99
2026-01-24,S02,ORD1253,P004,Учебник 814,,10,96.52,0.23,46.39
2026-01-04,S01,ORD1254,P019,Ракетка 236,Спорттовары,2,43.8,0.17,29.35
2026-01-02,S06,ORD1254,P020,Сыр 852,Продукты,5,74.84,0.1,41.59
2026-01-15,S03,ORD1255,P027,Духи 975,Косметика,5,79.41,0.16,38.66
2026-01-26,S02,ORD1255,P012,Кукла 282,Игрушки,8,183.29,0.27,95.39
2026-01-20,S03,ORD1256,P010,Сыр 218,Продукты,5,92.9,0.03,46.52
2026-01-21,S05,ORD1256,P009,Ракетка 885,Спорттовары,1,116.57,0.23,64.37
2026-01-03,S01,ORD1256,P016,Футболка 476,Одежда,9,86.62,0.05,39.14
2026-01-27,S03,ORD1257,P025,Шампунь 336,Косметика,6,140.89,0.14,68.33
2026-01-18,S05,ORD1258,P002,Велосипед 20,Спорттовары,8,158.22,0.2,70.77
2026-01-09,S01,ORD1258,P016,Футболка 476,Одежда,4,88.99,0.28,39.14
2026-01-19,S05,ORD1259,P011,Тушь 581,Косметика,8,131.0,0.19,64.99
2026-01-24,S03,ORD1259,P013,Обувь 452,Одежда,2,288.96,0.26,164.56
2026-01-11,S05,ORD1259,P004,Учебник 814,Книги,9,97.16,0.16,46.39
2026-01-07,S06,ORD1259,P003,Велосипед 587,,6,53.9,0.01,27.34
2026-01-26,S04,ORD1259,P013,Обувь 452,Одежда,-2,310.94,0.29,164.56
2026-01-21,S06,ORD1259,P014,Велосипед 249,Спорттовары,6,202.39,0.25,89.42
2026-01-06,S04,ORD1260,P005,Тушь 56,Косметика,1,90.96,0.27,54.42
2026-01-21,S03,ORD1260,P016,Футболка 476,Одежда,1,96.87,0.28,39.14
2026-01-23,S04,ORD1260,P003,Велосипед 587,Спорттовары,5,48.15,0.21,27.34
2026-01-10,S01,ORD1260,P020,Сыр 852,Продукты,8,73.68,0.28,41.59
2025-12-30,S05,ORD1261,P028,Фрукты 831,,9,135.14,0.11,74.65
2026-01-12,S04,ORD1261,P021,Пазл 94,,10,43.01,0.25,23.01
2025-12-28,S06,ORD1262,P018,Детектив 359,Книги,7,136.15,0.15,81.01
2026-01-22,S05,ORD1262,P016,Футболка 476,Одежда,5,88.18,0.11,39.14
2026-01-20,S03,ORD1262,P023,Мяч 526,Спорттовары,5,149.82,0.07,63.9
2025-12-29,S04,ORD1262,P026,Тушь 576,Косметика,4,87.97,0.0,56.91
2026-01-18,S02,ORD1263,P027,Духи 975,Косметика,6,78.63,0.09,38.66
2026-01-01,S01,ORD1263,P003,Велосипед 587,Спорттовары,5,48.78,0.26,27.34
2026-01-08,S04,ORD1264,P022,Ноутбук 326,Электроника,1,978.91,0.07,666.64
2025-12-30,S06,ORD1264,P006,Молоко 255,Продукты,6,64.96,0.19,37.77
2026-01-17,S06,ORD1264,P004,Учебник 814,Книги,3,-29.85,0.14,46.39
2025-12-31,S03,ORD1264,P028,Фрукты 831,Продукты,2,156.18,0.05,74.65
2026-01-14,S01,ORD1264,P017,Пазл 934,Игрушки,1,103.57,0.06,48.73
2026-01-12,S05,ORD1264,P006,Молоко 255,Продукты,2,66.21,0.24,37.77
2026-01-24,S02,ORD1265,P017,Пазл 934,Игрушки,2,99.55,0.22,48.73
2026-01-07,S01,ORD1265,P003,Велосипед 587,Спорттовары,10,49.81,0.03,27.34
2026-01-27,S02,ORD1265,P025,Шампунь 336,Косметика,2,145.36,0.24,68.33
2026-01-12,S04,ORD1265,P024,Молоко 535,Продукты,3,143.91,0.12,95.23
2026-01-19,S03,ORD1265,P019,Ракетка 236,Спорттовары,4,38.39,0.14,29.35
2026-01-18,S04,ORD1265,P002,Велосипед 20,Спорттовары,6,184.2,0.26,70.77
2026-01-14,S06,ORD1266,P014,Велосипед 249,Спорттовары,7,234.57,0.27,89.42
2026-01-06,S01,ORD1266,P015,Пазл 138,Игрушки,2,138.76,0.04,73.72
2026-01-11,S03,ORD1266,P007,Планшет 460,Электроника,7,481.54,0.14,335.42
2026-01-18,S04,ORD1266,P013,Обувь 452,Одежда,4,301.08,0.2,164.56
2025-12-30,S06,ORD1266,P001,Машинка 380,Игрушки,2,115.25,0.07,55.66
2026-01-19,S04,ORD1266,P026,Тушь 576,Косметика,2,81.56,0.21,56.91
2026-01-08,S03,ORD1267,P022,Ноутбук 326,Электроника,2,804.06,0.26,666.64
2026-01-06,S05,ORD1268,P019,Ракетка 236,Спорттовары,10,41.76,0.03,29.35
2026-01-19,S05,ORD1269,P005,Тушь 56,Косметика,4,87.52,0.07,54.42
2026-01-05,S06,ORD1269,P008,Планшет 671,Электроника,6,162.16,0.23,106.93
2025-12-29,S06,ORD1270,P028,Фрукты 831,Продукты,5,157.91,0.26,74.65
2026-01-14,S03,ORD1270,P029,Джинсы 267,Одежда,5,103.43,0.02,65.05
2026-01-27,S04,ORD1271,P012,Кукла 282,Игрушки,7,163.7,0.15,95.39
2026-01-07,S05,ORD1271,P026,Тушь 576,Косметика,3,78.83,0.19,56.91
2026-01-15,S06,ORD1272,P004,Учебник 814,Книги,6,111.95,0.06,46.39
2025-12-28,S04,ORD1272,P009,Ракетка 885,Спорттовары,-1,132.04,0.19,64.37
2026-01-04,S04,ORD1272,P003,Велосипед 587,Спорттовары,3,47.39,0.05,27.34
2026-01-21,S03,ORD1272,P026,Тушь 576,Косметика,7,84.96,0.26,56.91
2026-01-22,S01,ORD1272,P018,Детектив 359,Книги,9,159.79,0.25,81.01
2026-01-12,S06,ORD1272,P002,Велосипед 20,Спорттовары,8,164.12,0.28,70.77
2026-01-06,S02,ORD1272,P028,Фрукты 831,Продукты,5,132.94,0.07,74.65
2026-01-02,S04,ORD1272,P008,Планшет 671,Электроника,4,183.79,0.14,106.93
2026-01-18,S02,ORD1272,P017,Пазл 934,Игрушки,4,106.69,0.03,48.73
2026-01-03,S05,ORD1272,P007,Планшет 460,Электроника,6,549.13,0.09,335.42
2026-01-22,S05,ORD1272,P003,Велосипед 587,Спорттовары,5,49.03,0.09,27.34
2026-01-24,S03,ORD1272,P002,Велосипед 20,Спорттовары,3,169.6,0.21,70.77
2026-01-02,S06,ORD1272,P026,Тушь 576,,7,85.2,0.13,56.91
2025-12-30,S06,ORD1272,P012,Кукла 282,Игрушки,2,160.68,0.12,95.39
2025-12-31,S05,ORD1273,P030,Учебник 722,,5,139.54,0.04,70.51
2025-12-30,S06,ORD1273,P023,Мяч 526,Спорттовары,7,154.08,0.01,63.9
2026-01-27,S04,ORD1274,P013,Обувь 452,,6,280.03,0.06,164.56
2026-01-14,S05,ORD1274,P017,Пазл 934,Игрушки,3,110.62,0.26,48.73
2026-01-02,S05,ORD1275,P004,Учебник 814,Книги,1,110.65,0.13,46.39
2026-01-02,S01,ORD1275,P008,Планшет 671,Электроника,2,175.11,0.27,106.93
2026-01-16,S04,ORD1275,P026,Тушь 576,Косметика,9,89.41,0.06,56.91
2026-01-27,S05,ORD1275,P020,Сыр 852,Продукты,10,77.66,0.04,41.59
2026-01-08,S05,ORD1276,P022,Ноутбук 326,Электроника,7,822.45,0.21,666.64
2026-01-10,S01,ORD1276,P003,Велосипед 587,Спорттовары,2,55.3,0.21,27.34
2026-01-03,S04,ORD1277,P007,Планшет 460,Электроника,10,517.1,0.3,335.42
2026-01-27,S03,ORD1277,P024,Молоко 535,Продукты,-2,137.54,0.27,95.23
2025-12-30,S03,ORD1277,P008,Планшет 671,Электроника,3,168.23,0.05,106.93
2026-01-10,S03,ORD1277,P002,Велосипед 20,Спорттовары,4,176.8,0.19,70.77
2026-01-04,S03,ORD1277,P007,Планшет 460,Электроника,7,497.61,0.05,335.42
2026-01-12,S02,ORD1277,P014,Велосипед 249,Спорттовары,1,195.78,0.23,89.42
2025-12-30,S05,ORD1278,P021,Пазл 94,Игрушки,5,44.21,0.11,23.01
2026-01-10,S03,ORD1278,P012,Кукла 282,Игрушки,10,177.32,0.19,95.39
2026-01-14,S04,ORD1278,P030,Учебник 722,Книги,5,122.66,0.11,70.51
2026-01-09,S01,ORD1279,P003,Велосипед 587,Спорттовары,3,56.65,0.29,27.34
2026-01-20,S01,ORD1279,P007,Планшет 460,Электроника,2,458.85,0.14,335.42
2026-01-18,S03,ORD1279,P020,Сыр 852,Продукты,3,73.66,0.11,41.59
2025-12-29,S02,ORD1279,P021,Пазл 94,Игрушки,7,43.57,0.19,23.01
2026-01-18,S05,ORD1279,P005,Тушь 56,Косметика,2,83.49,0.03,54.42
2026-01-10,S03,ORD1279,P030,Учебник 722,Книги,1,131.44,0.08,70.51
2026-01-02,S01,ORD1279,P028,Фрукты 831,Продукты,10,149.69,0.2,74.65
2026-01-05,S02,ORD1279,P014,Велосипед 249,Спорттовары,2,209.22,0.28,89.42
2025-12-31,S03,ORD1279,P003,Велосипед 587,Спорттовары,8,51.56,0.25,27.34
2026-01-23,S03,ORD1279,P005,Тушь 56,Косметика,4,80.75,0.17,54.42
2026-01-13,S06,ORD1279,P005,Тушь 56,Косметика,9,87.12,0.17,54.42
2026-01-22,S03,ORD1279,P003,Велосипед 587,Спорттовары,2,54.07,0.46,27.34
2026-01-20,S04,ORD1279,P028,Фрукты 831,Продукты,4,161.55,0.14,74.65
2026-01-17,S03,ORD1279,P026,Тушь 576,Косметика,7,84.38,0.25,56.91
2026-01-17,S01,ORD1279,P005,Тушь 56,Косметика,6,77.54,0.28,54.42
2026-01-18,S04,ORD1279,P007,Планшет 460,Электроника,4,493.63,0.03,335.42
2026-01-16,S01,ORD1279,P008,Планшет 671,,3,178.8,0.21,106.93
2026-01-13,S06,ORD1280,P006,Молоко 255,Продукты,7,57.03,0.19,37.77
2026-01-01,S06,ORD1280,P029,Джинсы 267,Одежда,7,93.57,0.14,65.05
2026-01-06,S05,ORD1281,P002,Велосипед 20,Спорттовары,3,186.77,0.16,70.77
2026-01-01,S05,ORD1281,P027,Духи 975,Косметика,5,82.05,0.17,38.66
2026-01-19,S04,ORD1282,P025,Шампунь 336,Косметика,7,137.51,0.15,68.33
2026-01-07,S03,ORD1282,P002,Велосипед 20,Спорттовары,4,180.17,0.19,70.77
2025-12-31,S01,ORD1282,P013,Обувь 452,Одежда,3,291.65,0.26,164.56
2026-01-04,S02,ORD1282,P030,Учебник 722,Книги,2,132.57,0.24,70.51
2026-01-12,S02,ORD1283,P022,Ноутбук 326,Электроника,1,814.1,0.08,666.64
2026-01-04,S01,ORD1283,P005,Тушь 56,Косметика,8,84.72,0.09,54.42
2026-01-21,S04,ORD1284,P010,Сыр 218,Продукты,5,99.74,0.23,46.52
2025-12-28,S02,ORD1284,P028,Фрукты 831,Продукты,3,150.35,0.08,74.65
2026-01-03,S04,ORD1284,P016,Футболка 476,Одежда,4,96.43,0.22,39.14
2026-01-09,S05,ORD1284,P029,Джинсы 267,Одежда,7,102.35,0.02,65.05
2026-01-25,S01,ORD1285,P012,Кукла 282,Игрушки,3,164.79,0.18,95.39
2026-01-07,S02,ORD1285,P004,Учебник 814,Книги,6,103.91,0.22,46.39
2026-01-04,S01,ORD1285,P027,Духи 975,Косметика,1,72.86,0.25,38.66
2026-01-04,S04,ORD1285,P001,Машинка 380,Игрушки,2,101.35,0.25,55.66
2026-01-07,S01,ORD1285,P011,Тушь 581,Косметика,10,133.34,0.08,64.99
2025-12-30,S04,ORD1285,P006,Молоко 255,Продукты,2,55.71,0.1,37.77
2026-01-12,S06,ORD1286,P029,Джинсы 267,Одежда,4,99.22,0.12,65.05
2026-01-04,S06,ORD1286,P001,Машинка 380,Игрушки,2,100.94,0.07,55.66
2026-01-01,S06,ORD1286,P025,Шампунь 336,Косметика,8,142.93,0.1,68.33
2026-01-15,S03,ORD1287,P019,Ракетка 236,,7,39.4,0.26,29.35
2026-01-20,S02,ORD1288,P015,Пазл 138,Игрушки,10,154.84,-0.02,73.72
